date,precipitation,temp_max,temp_min,wind,weather
27/08/2022,0,28.9,16.1,1.6,Sun
28/08/2022,0,23.3,14.4,2.3,Sun
29/08/2022,0,22.8,15,3.4,Sun
30/08/2022,8.4,17.8,15,2.2,Heavy Rain
31/08/2022,1.3,21.1,13.9,1.9,Heavy Rain
01/09/2022,0,23.3,12.8,2.5,Sun
02/09/2022,3,20,13.9,4.3,Heavy Rain
03/09/2022,0,20.6,12.8,2.7,Sun
04/09/2022,0,23.9,11.1,3.1,fog
05/09/2022,0,27.8,13.9,6.5,fog
06/09/2022,0,32.2,15,2.9,Sun
07/09/2022,0,28.3,13.3,2.1,Sun
08/09/2022,0,21.1,13.3,2.8,Sun
09/09/2022,0,21.7,13.3,2.3,Sun
10/09/2022,0,22.2,12.2,3.9,Sun
11/09/2022,0,24.4,12.8,5.3,Sun
12/09/2022,0,24.4,12.8,5.9,Sun
13/09/2022,0,28.3,10,4.2,Sun
14/09/2022,0,30,11.7,1.8,Sun
15/09/2022,0,30.6,12.2,1.2,Sun
16/09/2022,0,22.2,13.9,2.8,Sun
17/09/2022,0.5,22.8,14.4,2.3,Heavy Rain
18/09/2022,0.3,19.4,15,3.1,Heavy Rain
19/09/2022,0,23.9,16.1,2.8,Sun
20/09/2022,0,24.4,14.4,4.4,fog
21/09/2022,0,26.1,12.8,3,Sun
22/09/2022,0.3,22.2,15,2.1,Heavy Rain
23/09/2022,18.3,18.9,14.4,2.5,Heavy Rain
24/09/2022,20.3,18.9,14.4,2.7,Heavy Rain
25/09/2022,4.3,21.7,14.4,2.5,Heavy Rain
26/09/2022,8.9,20,13.9,3.3,Heavy Rain
27/09/2022,0,20.6,11.7,3.2,fog
28/09/2022,0,18.9,12.2,2,fog
29/09/2022,0.8,16.7,11.1,3.5,Heavy Rain
30/09/2022,0,19.4,12.2,2.6,Sun
01/10/2022,0,18.3,11.1,2.1,Sun
02/10/2022,0,19.4,10,2,Sun
03/10/2022,0,22.2,8.9,1,Sun
04/10/2022,0,21.7,12.2,1.2,Sun
05/10/2022,0,23.9,11.7,1.4,fog
06/10/2022,0,25.6,13.3,2.5,fog
07/10/2022,0,18.9,13.9,1,fog
08/10/2022,0,20.6,12.8,1.8,fog
09/10/2022,0,17.2,11.1,1,fog
10/10/2022,0.3,18.3,10,3.8,Heavy Rain
11/10/2022,7.4,18.3,11.7,3.5,Heavy Rain
12/10/2022,0,17.8,11.7,2.1,Sun
13/10/2022,7.6,21.1,10,3.1,Heavy Rain
14/10/2022,7.1,16.7,11.7,2.2,Heavy Rain
15/10/2022,8.6,16.1,11.7,4.7,Heavy Rain
16/10/2022,0,20.6,11.1,3.3,Sun
17/10/2022,3.3,16.7,11.7,3,Heavy Rain
18/10/2022,15,19.4,13.9,1.9,Heavy Rain
19/10/2022,0,22.2,12.8,3.2,Sun
20/10/2022,11.7,16.1,12.2,3.1,Heavy Rain
21/10/2022,1,16.1,11.7,4.7,Heavy Rain
22/10/2022,32,15.6,11.7,5,Heavy Rain
23/10/2022,9.4,14.4,8.3,4.6,Heavy Rain
24/10/2022,4.1,14.4,8.9,3.2,Heavy Rain
25/10/2022,6.1,16.7,8.3,5.4,Heavy Rain
26/10/2022,1.5,12.8,7.8,5,Heavy Rain
27/10/2022,0.8,15.6,6.7,2.4,Heavy Rain
28/10/2022,12.7,15,9.4,3.9,Heavy Rain
29/10/2022,0.5,16.7,11.7,3.1,Heavy Rain
30/10/2022,25.4,15.6,11.1,3.2,Heavy Rain
31/10/2022,17,12.8,8.3,2,Heavy Rain
01/11/2022,0,11.1,7.2,1.2,fog
02/11/2022,1.8,13.3,7.2,2.9,Heavy Rain
03/11/2022,10.9,13.9,11.1,4.8,Heavy Rain
04/11/2022,4.1,14.4,10.6,3.3,Heavy Rain
05/11/2022,4.8,15,10.6,2.1,Heavy Rain
06/11/2022,4.1,16.7,10.6,6.7,Heavy Rain
07/11/2022,0,14.4,7.2,2.3,Sun
08/11/2022,0,12.8,3.9,0.8,fog
09/11/2022,5.1,13.3,7.8,3,Heavy Rain
10/11/2022,0,11.1,5.6,3.9,Sun
11/11/2022,0,7.8,1.1,7.7,Sun
12/11/2022,0,6.7,0,7.6,Sun
13/11/2022,0,7.2,0.6,4.7,Sun
14/11/2022,0,7.2,-2.1,4.5,Sun
15/11/2022,0,8.3,-1.6,4.2,Sun
16/11/2022,0,9.4,-2.1,4.2,Sun
17/11/2022,0,10.6,-2.1,1.9,Sun
18/11/2022,0,7.2,-0.5,0.9,Sun
19/11/2022,0,11.1,2.2,1.9,Sun
20/11/2022,3.6,11.1,5.6,2.1,Heavy Rain
21/11/2022,15.2,11.1,8.3,4.7,Heavy Rain
22/11/2022,0.5,9.4,6.7,4.7,Heavy Rain
23/11/2022,11.9,12.8,5.6,5.1,Heavy Rain
24/11/2022,1.3,11.7,4.4,3.8,Heavy Rain
25/11/2022,18.3,13.9,9.4,4.5,Heavy Rain
26/11/2022,0.3,15,12.2,3.9,Heavy Rain
27/11/2022,3.3,14.4,11.7,6.6,Heavy Rain
28/11/2022,34.3,12.8,3.3,5.8,Heavy Rain
29/11/2022,3.6,4.4,-4.3,5.3,Snow
30/11/2022,0,2.8,-4.9,4.4,Sun
01/12/2022,0,4.4,-3.2,2.2,Sun
02/12/2022,0,5.6,-3.2,5.7,fog
03/12/2022,0,10,0,3.6,Sun
04/12/2022,0.8,8.3,3.9,1.1,Heavy Rain
05/12/2022,3,12.8,6.7,3.1,Heavy Rain
06/12/2022,7.4,11.7,7.8,3.6,Heavy Rain
07/12/2022,0,14.4,6.1,2.8,Sun
08/12/2022,9.1,14.4,8.9,4.2,Heavy Rain
09/12/2022,9.9,16.1,10.6,5.1,Heavy Rain
10/12/2022,13,18.9,10,6.7,Heavy Rain
11/12/2022,6.9,14.4,8.3,6.4,Heavy Rain
12/12/2022,0,11.1,7.2,3.7,Sun
13/12/2022,0,10,3.9,1.1,fog
14/12/2022,0,12.8,1.7,3.5,fog
15/12/2022,0,12.2,6.7,5.9,Sun
16/12/2022,0,10,8.3,4,Sun
17/12/2022,2.8,8.9,6.1,1.6,Heavy Rain
18/12/2022,13,9.4,6.7,3.1,Heavy Rain
19/12/2022,3,11.1,7.2,4.3,Heavy Rain
20/12/2022,19.6,12.8,6.7,5.5,Heavy Rain
21/12/2022,0,12.8,10,5.2,Sun
22/12/2022,0,10.6,6.1,1.5,Sun
23/12/2022,20.6,12.2,5,3.8,Heavy Rain
24/12/2022,5.3,7.2,3.9,1.8,Heavy Rain
25/12/2022,0,7.8,2.8,2.2,fog
26/12/2022,0,5.6,1.7,1.2,fog
27/12/2022,3.3,9.4,4.4,4.9,Heavy Rain
28/12/2022,4.1,6.7,2.8,1.8,Heavy Rain
29/12/2022,0,6.1,0.6,4.3,fog
30/12/2022,0,3.3,-2.1,3.6,Sun
31/12/2022,0,3.3,-2.7,3,Sun
01/01/2023,0,5.6,-3.2,1.2,Sun
02/01/2023,1.5,5.6,0,2.3,Heavy Rain
03/01/2023,0,5,1.7,1.7,fog
04/01/2023,10.2,10.6,3.3,4.5,Heavy Rain
05/01/2023,8.1,12.2,9.4,6.4,Heavy Rain
06/01/2023,0,12.2,6.1,1.3,fog
07/01/2023,0,7.8,5.6,1.6,fog
08/01/2023,0,7.8,1.7,2.6,fog
09/01/2023,0.3,10,3.3,0.6,Heavy Rain
10/01/2023,5.8,7.8,6.1,0.5,Heavy Rain
11/01/2023,1.5,9.4,7.2,1.1,Heavy Rain
12/01/2023,0,11.1,4.4,1.6,fog
13/01/2023,0,9.4,2.8,2.7,fog
14/01/2023,0,6.1,0.6,2.8,fog
15/01/2023,9.7,7.8,1.1,3.2,Heavy Rain
16/01/2023,0,11.7,5.6,4.5,fog
17/01/2023,26.2,13.3,3.3,2.8,Heavy Rain
18/01/2023,21.3,13.9,7.2,6.6,Heavy Rain
19/01/2023,0.5,10,6.1,2.8,Heavy Rain
20/01/2023,0,10,3.3,3,fog
21/01/2023,0,7.2,-0.5,1.3,fog
22/01/2023,0.8,9.4,6.1,1.3,Heavy Rain
23/01/2023,5.8,12.2,8.3,2.6,Heavy Rain
24/01/2023,0.5,14.4,11.1,3.3,Heavy Rain
25/01/2023,0,17.2,7.2,1.4,fog
26/01/2023,0,16.1,6.1,2.2,fog
27/01/2023,0.8,11.1,8.3,2,Heavy Rain
28/01/2023,0,12.2,5,1.8,fog
29/01/2023,0,12.2,3.3,2.9,Sun
30/01/2023,0,8.3,1.1,0.8,fog
31/01/2023,0,7.2,3.3,1.9,fog
01/02/2023,1.5,9.4,4.4,2.6,Heavy Rain
02/02/2023,7.4,11.1,5,4,Heavy Rain
03/02/2023,1.3,10,5.6,1.9,Heavy Rain
04/02/2023,8.4,10.6,4.4,1.7,Heavy Rain
05/02/2023,26.2,13.3,8.3,4.6,Heavy Rain
06/02/2023,17.3,14.4,10,4.5,Heavy Rain
07/02/2023,23.6,12.2,9.4,4.6,Heavy Rain
08/02/2023,3.6,15,8.3,3.9,Heavy Rain
09/02/2023,6.1,13.3,8.3,2.5,Heavy Rain
10/02/2023,0.3,12.8,8.3,4,Heavy Rain
11/02/2023,0,12.8,5.6,1,fog
12/02/2023,1,16.7,9.4,2.1,Heavy Rain
13/02/2023,0,15.6,6.7,1.7,fog
14/02/2023,0.3,14.4,6.7,2.9,Heavy Rain
15/02/2023,0,12.2,3.9,4.8,Sun
16/02/2023,0,15,5.6,6.6,fog
17/02/2023,0,16.1,4.4,4,Sun
18/02/2023,0,12.2,4.4,2.6,Sun
19/02/2023,4.6,10.6,8.3,2.2,Heavy Rain
20/02/2023,0.8,11.1,7.2,0.9,Heavy Rain
21/02/2023,0,12.2,5.6,4.5,Sun
22/02/2023,0,11.7,3.3,4.2,Sun
23/02/2023,0,12.8,0.6,1.4,Sun
24/02/2023,0,11.1,2.2,1.5,Sun
25/02/2023,4.1,10,6.7,1,Heavy Rain
26/02/2023,9.4,11.7,7.8,1.4,Heavy Rain
27/02/2023,18.3,10,6.7,4,Heavy Rain
28/02/2023,0,12.2,3.3,5.1,Sun
01/03/2023,0,11.1,1.1,2.2,Sun
02/03/2023,0,11.1,4.4,4.8,Sun
03/03/2023,0,10.6,0,2.1,Sun
04/03/2023,0,12.8,-0.5,1.8,Sun
05/03/2023,0,13.3,2.8,1.3,Sun
06/03/2023,0,15,3.3,1.4,Sun
07/03/2023,0,16.7,3.9,2.7,fog
08/03/2023,0,17.2,3.9,1.7,fog
09/03/2023,0,14.4,4.4,1.8,fog
10/03/2023,0.8,13.3,5,2.6,Heavy Rain
11/03/2023,2.5,14.4,8.9,3.1,Heavy Rain
12/03/2023,0,17.8,9.4,3.2,Sun
13/03/2023,2,17.2,7.8,2.2,Heavy Rain
14/03/2023,17,13.9,9.4,3.8,Heavy Rain
15/03/2023,55.9,10.6,6.1,4.2,Heavy Rain
16/03/2023,1,13.9,6.1,3,Heavy Rain
17/03/2023,0.8,13.3,4.4,2.6,Heavy Rain
18/03/2023,0,15.6,7.2,2.5,Sun
19/03/2023,0,15.6,8.3,1.9,Sun
20/03/2023,4.1,13.9,8.9,1.9,Heavy Rain
21/03/2023,3.8,13.3,8.3,4.7,Heavy Rain
22/03/2023,1,11.7,6.1,2.3,Heavy Rain
23/03/2023,8.1,11.1,5.6,2.8,Heavy Rain
24/03/2023,7.6,12.8,6.1,3.9,Heavy Rain
25/03/2023,5.1,14.4,7.2,4.4,Heavy Rain
26/03/2023,0,20.6,10,2.2,Sun
27/03/2023,1,18.3,8.9,4,Heavy Rain
28/03/2023,0,15.6,9.4,5.7,Sun
29/03/2023,0,15.6,8.9,3,Sun
30/03/2023,1.8,17.8,10.6,2.9,Heavy Rain
31/03/2023,1,12.8,6.1,4.2,Heavy Rain
01/04/2023,5.1,12.8,5.6,3.2,Heavy Rain
02/04/2023,0,13.3,5.6,2.4,Sun
03/04/2023,1.5,11.1,5,3.6,Heavy Rain
04/04/2023,0,12.8,3.9,1.7,Sun
05/04/2023,0,16.7,2.8,2.4,Sun
06/04/2023,1,13.9,6.7,3.5,Heavy Rain
07/04/2023,0.5,14.4,6.7,3.9,Heavy Rain
08/04/2023,0,17.2,6.1,1.7,Sun
09/04/2023,0,17.2,6.1,2.3,Sun
10/04/2023,10.9,13.9,7.8,4.6,Heavy Rain
11/04/2023,0,11.7,5.6,6.5,Sun
12/04/2023,0,13.3,5.6,3.6,Sun
13/04/2023,14,11.7,3.9,3.6,Heavy Rain
14/04/2023,3.3,11.7,2.8,3.3,Heavy Rain
15/04/2023,0,13.9,3.3,2.4,Sun
16/04/2023,0,17.8,3.9,3.1,Sun
17/04/2023,0,18.9,6.1,3.6,Sun
18/04/2023,0,18.9,8.3,3.9,Sun
19/04/2023,0,21.1,8.3,3.6,Sun
20/04/2023,0,22.8,7.8,2.6,Sun
21/04/2023,5.6,17.2,6.7,3.4,Heavy Rain
22/04/2023,0,15.6,5,2.3,Sun
23/04/2023,3,12.2,6.7,4.1,Heavy Rain
24/04/2023,3.3,12.2,6.1,5,Heavy Rain
25/04/2023,1.3,13.3,5.6,3,Heavy Rain
26/04/2023,0,15.6,4.4,2.7,fog
27/04/2023,0.3,25,10.6,2.3,Heavy Rain
28/04/2023,1.8,15.6,8.9,4.3,Heavy Rain
29/04/2023,0,16.1,7.2,4.7,Sun
30/04/2023,0,17.2,7.8,2.1,Sun
01/05/2023,0,18.3,8.9,3.7,Sun
02/05/2023,0,18.3,7.8,3.7,Sun
03/05/2023,0,20.6,7.8,2.6,Sun
04/05/2023,0,17.2,7.2,5.2,Sun
05/05/2023,6.1,14.4,7.2,5.1,Heavy Rain
06/05/2023,0,16.7,7.2,2.6,fog
07/05/2023,0,20.6,6.1,3,Sun
08/05/2023,0,23.9,8.3,3,Sun
09/05/2023,0,26.7,9.4,2.6,Sun
10/05/2023,0,19.4,11.1,2.8,Sun
11/05/2023,0,13.9,10,2.5,fog
12/05/2023,4.3,15.6,10.6,3.3,Heavy Rain
13/05/2023,4.1,12.2,10,2.8,Heavy Rain
14/05/2023,0.3,17.8,9.4,2,Heavy Rain
15/05/2023,0,20,9.4,2.8,fog
16/05/2023,0,15.6,11.1,3,Sun
17/05/2023,0,19.4,10.6,2.1,Sun
18/05/2023,0,25.6,12.2,3,Sun
19/05/2023,0,21.7,11.7,2.6,Sun
20/05/2023,0,23.3,10.6,1.8,fog
21/05/2023,0,25.6,11.7,2.1,Sun
22/05/2023,0,16.7,11.7,3.7,Sun
23/05/2023,0,16.1,11.7,2.6,Sun
24/05/2023,0,17.8,11.1,2.7,Sun
25/05/2023,0,15.6,11.1,2.7,Sun
26/05/2023,0,21.7,11.7,2.1,Sun
27/05/2023,0,24.4,11.7,1.8,Sun
28/05/2023,0,27.8,12.2,2.1,Sun
29/05/2023,0,26.1,12.8,2.5,Sun
30/05/2023,0,22.8,10,2.5,Sun
31/05/2023,0,25,11.7,2.2,Sun
01/06/2023,4.6,16.1,11.7,3.4,Heavy Rain
02/06/2023,0.5,17.8,12.8,5,Heavy Rain
03/06/2023,0,20,11.7,3,Sun
04/06/2023,0,22.8,11.7,3.9,Sun
05/06/2023,0,26.7,12.8,4.3,Sun
06/06/2023,0,29.4,13.3,2.6,Sun
07/06/2023,0,31.1,15.6,3.2,Sun
08/06/2023,0,30.6,14.4,3.5,Sun
09/06/2023,0,28.9,14.4,2.7,Sun
10/06/2023,0,25.6,11.1,3,Sun
11/06/2023,0,24.4,11.1,3.5,Sun
12/06/2023,0,20,11.7,2.3,Sun
13/06/2023,0,23.9,9.4,2.6,Sun
14/06/2023,0,27.8,11.7,3.7,Sun
15/06/2023,0,30,16.1,3.5,Light Rain
16/06/2023,0,22.8,11.1,3,Sun
17/06/2023,0,25,11.1,3.1,Sun
18/06/2023,0,24.4,13.9,3,Sun
19/06/2023,0.5,23.9,13.3,3.2,Heavy Rain
20/06/2023,0,25,12.8,4.3,Sun
21/06/2023,0,25.6,13.9,3.4,Sun
22/06/2023,0,25,12.8,2.4,Sun
23/06/2023,0,26.1,11.7,2.4,Sun
24/06/2023,0,25.6,16.1,2.6,Sun
25/06/2023,0,30.6,15.6,3,Sun
26/06/2023,0,31.7,17.8,4.7,Sun
27/06/2023,0,33.3,17.2,3.9,Sun
28/06/2023,0.3,28.3,18.3,2.1,Heavy Rain
29/06/2023,0,28.9,17.2,2.7,Sun
30/06/2023,0,30.6,15,3.4,fog
01/07/2023,0,32.2,17.2,4.3,Sun
02/07/2023,0,33.9,17.8,3.4,Sun
03/07/2023,0,33.3,17.8,2.6,Sun
04/07/2023,0,33.3,15,2.9,Sun
05/07/2023,0,32.8,16.7,2.1,Sun
06/07/2023,0,29.4,15.6,3.2,Light Rain
07/07/2023,0,27.2,13.9,2.4,Sun
08/07/2023,0,30,14.4,1.9,Light Rain
09/07/2023,0,28.9,14.4,3.4,Sun
10/07/2023,0,21.1,16.7,3.7,Sun
11/07/2023,0,22.2,16.7,3,Sun
12/07/2023,0,26.1,16.7,2.2,Sun
13/07/2023,0,25.6,16.1,3.1,Sun
14/07/2023,0,27.8,16.1,3.3,Sun
15/07/2023,0,26.1,14.4,3.2,Sun
16/07/2023,0,26.1,15,2.8,Sun
17/07/2023,0,27.8,13.9,3.3,Sun
18/07/2023,0,33.3,17.8,3.4,Sun
19/07/2023,0,35,17.2,3.3,Sun
20/07/2023,0,26.7,16.7,3.9,Sun
21/07/2023,0,23.9,15,2.4,Sun
22/07/2023,0,23.9,13.9,2.8,Sun
23/07/2023,0,26.1,14.4,1.9,Sun
24/07/2023,0.3,22.8,13.3,3.8,Heavy Rain
25/07/2023,0,21.1,14.4,2.4,fog
26/07/2023,2,22.2,13.9,2.6,Heavy Rain
27/07/2023,0,23.3,12.2,1.9,fog
28/07/2023,0,27.8,13.9,3.4,Sun
29/07/2023,0,32.2,14.4,3.8,Sun
30/07/2023,0,34.4,17.2,3.5,Sun
31/07/2023,0,34.4,17.8,2.6,Sun
01/08/2023,0,33.3,15.6,3.1,Sun
02/08/2023,0,30.6,16.1,2,Sun
03/08/2023,0,28.3,17.2,2.3,Sun
04/08/2023,0,26.1,14.4,2.6,fog
05/08/2023,0,23.3,12.2,3.5,Sun
06/08/2023,0,25,15,2.9,Sun
07/08/2023,0,28.3,15.6,3.7,Sun
08/08/2023,0,25,15.6,3.6,fog
09/08/2023,0,28.3,15,2.2,Sun
10/08/2023,0,28.9,16.1,2.4,Sun
11/08/2023,0,30,16.7,4.4,Sun
12/08/2023,7.6,28.3,16.7,2.7,Heavy Rain
13/08/2023,0,28.3,15.6,2.2,Sun
14/08/2023,30.5,18.3,15,5.2,Heavy Rain
15/08/2023,0,21.7,13.9,3.7,Sun
16/08/2023,0,25,14.4,3.7,Sun
17/08/2023,0,27.2,13.9,3,Sun
18/08/2023,0,30,15,3,Sun
19/08/2023,0,31.7,16.1,2.1,Light Rain
20/08/2023,2,22.8,14.4,4.2,Heavy Rain
21/08/2023,0,22.2,14.4,2.6,Sun
22/08/2023,0,26.7,12.2,2.5,Light Rain
23/08/2023,0,27.8,13.9,1.8,Light Rain
24/08/2023,0,23.9,12.2,2.3,Sun
25/08/2023,0,25.6,12.2,3.4,Sun
26/08/2023,0,28.3,13.9,1.7,Sun
27/08/2023,0,29.4,14.4,2.1,Sun
28/08/2023,0.5,23.3,15.6,2.6,Heavy Rain
29/08/2023,32.5,22.2,13.3,5.8,Heavy Rain
30/08/2023,10.2,20,12.8,4.7,Heavy Rain
31/08/2023,0,18.9,16.1,5.8,Sun
01/09/2023,5.8,19.4,13.9,5,Heavy Rain
02/09/2023,0,19.4,11.1,3.8,Sun
03/09/2023,0,18.3,10.6,2.9,Sun
04/09/2023,0,18.3,10,2.9,Sun
05/09/2023,0.3,20.6,8.9,3.5,Heavy Rain
06/09/2023,5.3,16.1,11.7,2.4,Heavy Rain
07/09/2023,0.3,21.1,13.3,1.5,Heavy Rain
08/09/2023,0,22.8,13.3,2.4,Sun
09/09/2023,0,24.4,13.9,3.3,Sun
10/09/2023,0,25,14.4,3.6,fog
11/09/2023,0,27.2,15,3.1,Sun
12/09/2023,0,26.7,14.4,2.1,Sun
13/09/2023,0.5,20.6,12.8,3,Heavy Rain
14/09/2023,0,16.7,10.6,3.4,Sun
15/09/2023,0,17.8,10,2.8,Sun
16/09/2023,1,20,10,1.9,Heavy Rain
17/09/2023,1.8,18.3,12.8,3.8,Heavy Rain
18/09/2023,0,19.4,12.8,2.6,Sun
19/09/2023,0,21.1,14.4,4.3,Sun
20/09/2023,4.1,22.8,12.2,6.8,Heavy Rain
21/09/2023,0,18.3,9.4,2.7,fog
22/09/2023,0,18.9,7.8,2,Sun
23/09/2023,0,20.6,8.3,1.8,Sun
24/09/2023,0,22.2,11.1,2.5,fog
25/09/2023,2,15.6,12.8,2.6,Heavy Rain
26/09/2023,0,18.3,10,2.7,Sun
27/09/2023,0,17.8,7.2,3.8,Sun
28/09/2023,0,21.1,9.4,5.1,Sun
29/09/2023,0,21.7,8.9,1.9,Sun
30/09/2023,0,18.3,10,1.3,fog
01/10/2023,0,21.1,9.4,1.3,fog
02/10/2023,0,15.6,10,2.9,fog
03/10/2023,0,19.4,11.1,4.8,Sun
04/10/2023,0,22.8,10,3.7,Sun
05/10/2023,0,23.3,9.4,1.6,Sun
06/10/2023,0,18.3,10,2.6,Light Rain
07/10/2023,9.9,16.1,13.9,2.2,Heavy Rain
08/10/2023,0,18.9,13.3,1.1,fog
09/10/2023,0.3,19.4,12.2,2.6,Heavy Rain
10/10/2023,28.7,21.1,13.3,4.7,Heavy Rain
11/10/2023,0,17.8,10.6,2.6,Sun
12/10/2023,4.6,18.3,10.6,2.8,Heavy Rain
13/10/2023,1.3,16.7,9.4,3.2,Heavy Rain
14/10/2023,0,15,10,5,fog
15/10/2023,0,21.1,9.4,3.4,fog
16/10/2023,0,20,8.9,1.3,Sun
17/10/2023,0.3,19.4,11.7,1.3,Heavy Rain
18/10/2023,3.8,15,12.8,2,Heavy Rain
19/10/2023,0.3,17.2,12.2,2.6,Heavy Rain
20/10/2023,0,17.8,10.6,1.8,fog
21/10/2023,0,16.1,8.3,1.3,fog
22/10/2023,0,16.1,8.9,2.7,fog
23/10/2023,0,12.8,7.2,2.6,fog
24/10/2023,0,15,8.9,2.9,fog
25/10/2023,8.9,19.4,8.9,3.4,Heavy Rain
26/10/2023,6.9,12.2,10,4.6,Heavy Rain
27/10/2023,0,16.1,7.8,1.7,fog
28/10/2023,3.3,13.9,11.1,2.8,Heavy Rain
29/10/2023,1.8,15,12.2,4.7,Heavy Rain
30/10/2023,19.3,17.2,11.7,6.7,Heavy Rain
31/10/2023,33,15.6,11.7,7.2,Heavy Rain
01/11/2023,26.2,12.2,8.9,6,Heavy Rain
02/11/2023,0.3,11.1,7.2,2.8,Heavy Rain
03/11/2023,0.8,10.6,5,1.4,Heavy Rain
04/11/2023,0,10,3.3,2.2,Sun
05/11/2023,1.3,11.7,7.8,2.3,Heavy Rain
06/11/2023,0,15.6,8.3,2.7,fog
07/11/2023,12.7,12.2,9.4,3,Heavy Rain
08/11/2023,6.6,11.1,7.8,1.8,Heavy Rain
09/11/2023,3.3,10,5,1.3,Heavy Rain
10/11/2023,1.3,11.1,3.9,3.9,Heavy Rain
11/11/2023,1.5,11.1,6.1,4.6,Heavy Rain
12/11/2023,9.9,11.1,5,5.1,Heavy Rain
13/11/2023,33.5,13.3,9.4,6.5,Heavy Rain
14/11/2023,47.2,9.4,6.1,4.5,Heavy Rain
15/11/2023,22.4,8.9,2.2,4.1,Heavy Rain
16/11/2023,2,8.9,1.7,4,Heavy Rain
17/11/2023,29.5,13.3,6.7,8,Heavy Rain
18/11/2023,1.5,8.9,3.3,3.8,Heavy Rain
19/11/2023,2,8.9,2.8,4.2,Heavy Rain
20/11/2023,0,8.3,0.6,4,fog
21/11/2023,0,8.9,0.6,4.7,Sun
22/11/2023,0,10,1.7,3.1,fog
23/11/2023,3,6.7,0,1.3,Heavy Rain
24/11/2023,7.1,6.7,2.8,4.5,Heavy Rain
25/11/2023,0,7.2,0,5.7,Sun
26/11/2023,0,9.4,-1,4.3,Sun
27/11/2023,0,9.4,-1.6,3,Sun
28/11/2023,0,7.2,-2.7,1,Sun
29/11/2023,0,1.7,-2.1,0.9,fog
30/11/2023,0.5,5.6,-3.8,1.7,Heavy Rain
01/12/2023,12.2,10,3.9,3.5,Heavy Rain
02/12/2023,2.5,10.6,4.4,5,Heavy Rain
03/12/2023,12.7,15.6,7.8,5.9,Heavy Rain
04/12/2023,2,10.6,6.1,4.7,Heavy Rain
05/12/2023,15.7,10,6.1,4,Heavy Rain
06/12/2023,11.2,12.8,7.2,5.9,Heavy Rain
07/12/2023,27.4,11.1,8.3,3.4,Heavy Rain
08/12/2023,54.1,15.6,10,6.2,Heavy Rain
09/12/2023,13.5,12.2,7.8,6.3,Heavy Rain
10/12/2023,9.4,11.7,6.1,7.5,Heavy Rain
11/12/2023,0.3,9.4,4.4,2.8,Heavy Rain
12/12/2023,16,8.9,5.6,5.6,Heavy Rain
13/12/2023,1.3,7.8,6.1,6.1,Heavy Rain
14/12/2023,0,7.8,1.7,1.7,Sun
15/12/2023,1.5,6.7,1.1,2.9,Heavy Rain
16/12/2023,3.6,6.1,2.8,2.3,Heavy Rain
17/12/2023,21.8,6.7,3.9,6,Heavy Rain
18/12/2023,18.5,8.9,4.4,5.1,Heavy Rain
19/12/2023,0,8.3,2.8,4.1,fog
20/12/2023,4.3,7.8,4.4,6.7,Heavy Rain
21/12/2023,27.4,5.6,2.8,4.3,Heavy Rain
22/12/2023,4.6,7.8,2.8,5,Heavy Rain
23/12/2023,6.1,5,2.8,7.6,Heavy Rain
24/12/2023,2.5,5.6,2.2,4.3,Heavy Rain
25/12/2023,5.8,5,2.2,1.5,Heavy Rain
26/12/2023,0,4.4,0,2.5,Sun
27/12/2023,8.6,4.4,1.7,2.9,Heavy Rain
28/12/2023,1.5,5,1.7,1.3,Heavy Rain
29/12/2023,0,7.2,0.6,2.6,fog
30/12/2023,0,5.6,-1,3.4,Sun
31/12/2023,0,5.6,-2.1,3.5,Sun